X,Y,Elevation,Distance
111844.83320000023,563467.7160999998,3.550099999993108,1.5006312000000035
111859.66050000116,563463.3027999997,3.579700000002049,1.5161016999999992
111874.48779999837,563458.8896000013,3.502600000007078,1.5315721000000049
111889.31509999931,563454.4763000011,3.548800000004121,1.5470426000000006
111904.14229999855,563450.063000001,3.5053999999945518,1.5625129000000015
111918.96959999949,563445.6497999988,3.5285000000003492,1.5779833999999973
111933.79690000042,563441.2364999987,3.814700000002631,1.593453800000003
111948.62420000136,563436.8233000003,3.6006000000052154,1.608924199999994
111963.4514000006,563432.4100000001,3.757400000002235,1.6243945999999996
111978.27870000154,563427.9967,4.048899999994319,1.6398650999999955
111993.10599999875,563423.5835000016,4.2194000000017695,1.655335500000001
112007.93329999968,563419.1702000014,3.7271999999939,1.6708059000000066
112022.76060000062,563414.7569999993,4.648400000005495,1.6862764000000026
112037.58779999986,563410.3436999992,4.01480000000447,1.7017467000000033
112052.4151000008,563405.9305000007,4.090700000000652,1.7172171999999992
112067.24240000173,563401.5172000006,3.8460999999952037,1.7326876000000047
112082.06969999894,563397.1039000005,3.495200000004843,1.7481581000000006
112096.89699999988,563392.6906999983,3.7958999999973457,1.7636285000000063
112111.72419999912,563388.2773999982,4.600099999996019,1.7790988999999973
112126.55150000006,563383.8641999997,4.336699999999837,1.794569300000003
112141.378800001,563379.4508999996,3.720100000005914,1.810039699999994
112156.2060999982,563375.0375999995,3.5847000000067055,1.8255102000000043
112171.03339999914,563370.624400001,3.6604999999981374,1.8409805999999953
112185.86059999838,563366.2111000009,3.4152999999932945,1.856451000000001
112200.68789999932,563361.7978999987,3.2630000000062864,1.8719214000000066
112215.51520000026,563357.3845999986,3.238100000002305,1.8873919000000023
112230.34250000119,563352.9712999985,3.069900000002235,1.9028622999999933
112245.1697999984,563348.5581,3.169099999999162,1.9183328000000037
112259.99700000137,563344.1447999999,3.2220999999990454,1.9338031000000047
112274.82429999858,563339.7316000015,3.1229000000021188,1.9492734999999957
112289.65159999952,563335.3183000013,3.384600000004866,1.964744000000006
112304.47890000045,563330.9050000012,3.293600000004517,1.9802145000000018
112319.30620000139,563326.491799999,2.983300000007148,1.995684899999993
112334.13340000063,563322.0784999989,2.9710999999952037,2.011155199999994
112348.96070000157,563317.6653000005,2.8095999999932246,2.0266257000000043
112363.78799999878,563313.2520000003,2.1132000000070548,2.0420960999999953
112378.61529999971,563308.8387999982,2.162800000005518,2.0575666000000057
112393.44260000065,563304.4255000018,1.2915000000066357,2.0730369999999967
112408.26979999989,563300.0122000016,1.301500000001397,2.0885074000000023
112423.09710000083,563295.5989999995,0.9878999999928055,2.1039777999999933
112437.92440000176,563291.1856999993,0.8764999999984866,2.1194483000000037
112452.75169999897,563286.7725000009,0.8470999999990454,2.1349186999999947
112467.57899999991,563282.3592000008,0.7700999999942724,2.1503891000000004
112482.40619999915,563277.9459000006,0.7140999999974156,2.165859500000006
112497.23350000009,563273.5326999985,0.6570000000065193,2.181329899999997
112512.06080000103,563269.1193999983,0.6374000000068918,2.1968003999999928
112526.88809999824,563264.7061999999,0.5592999999935273,2.2122707999999984
112541.7153000012,563260.2928999998,0.42660000000614673,2.227741200000004
112556.54259999841,563255.8795999996,0.01900000000023283,2.243211599999995
112571.36989999935,563251.4664000012,0.3407000000006519,2.2586821000000055
112586.19720000029,563247.0531000011,0.4300999999977648,2.2741524999999965
112601.02450000122,563242.6398999989,0.2260999999998603,2.289622900000002
112615.85170000046,563238.2265999988,0.38030000000435393,2.305093299999993
112630.6790000014,563233.8134000003,0.39059999999881256,2.320563699999999
112645.50629999861,563229.4001000002,0.41670000000158325,2.3360341999999945
112660.33359999955,563224.9868000001,0.3742999999958556,2.3515046
112675.16090000048,563220.5736000016,0.36669999999867287,2.366975099999996
112689.98809999973,563216.1603000015,0.4547000000020489,2.382445399999997
112704.81540000066,563211.7470999993,0.34579999999550637,2.397915900000007
112719.6427000016,563207.3337999992,0.36340000000200234,2.413386299999998
112734.46999999881,563202.9204999991,0.2859000000025844,2.428856799999994
112749.29729999974,563198.5073000006,0.2845999999990454,2.4443271999999996
112764.12449999899,563194.0940000005,0.2633999999961816,2.4597976000000052
112778.95179999992,563189.6807999983,0.27129999999306165,2.4752679999999962
112793.77910000086,563185.2674999982,0.07480000000214204,2.4907385000000066
112808.6064000018,563180.8542000018,0.32510000000183936,2.5062088999999976
112823.433699999,563176.4409999996,0.4496999999973923,2.5216793000000033
112838.26089999825,563172.0276999995,0.43739999999525025,2.5371496999999943
112853.08819999918,563167.6145000011,0.5166000000026543,2.5526201
112867.91550000012,563163.2012000009,0.010500000003958121,2.568090599999996
112882.74280000106,563158.7879000008,0.6062999999994645,2.5835610000000013
112897.57009999827,563154.3746999986,0.5574999999953434,2.5990314999999975
112912.39730000123,563149.9613999985,0.574399999997695,2.614501799999998
112927.22459999844,563145.5482000001,0.5872999999992317,2.629972299999994
112942.05189999938,563141.1349,0.5293999999994412,2.6454427
112956.87920000032,563136.7217000015,0.3405999999959022,2.660913100000005
112971.70650000125,563132.3084000014,0.18779999999969732,2.676383600000001
112986.5337000005,563127.8951000012,0.22920000000158325,2.691854000000007
113001.36100000143,563123.4818999991,0.5320000000065193,2.707324399999998
113016.18829999864,563119.068599999,0.7734999999956926,2.7227948000000035
113031.01559999958,563114.6554000005,0.9646000000066124,2.7382652999999992
113045.84290000051,563110.2421000004,1.1453000000037719,2.753735700000005
113060.67009999976,563105.8288000003,1.2461000000039348,2.769206099999996
113075.49740000069,563101.4156000018,1.1889999999984866,2.7846765000000016
113090.32470000163,563097.0023000017,1.0663999999960652,2.8001469999999973
113105.15199999884,563092.5890999995,0.9801000000006752,2.815617400000003
113119.9792000018,563088.1757999994,0.7670000000071013,2.831087799999994
113134.80649999902,563083.7624999993,0.7253999999957159,2.8465581999999996
113149.63379999995,563079.3493000008,0.678700000004028,2.8620286000000053
113164.46110000089,563074.9360000007,0.620599999994738,2.877499100000001
113179.28840000182,563070.5227999985,0.6658000000024913,2.8929695000000066
113194.11560000107,563066.1094999984,0.6788999999989755,2.9084398999999976
113208.94289999828,563061.6961999983,0.5365000000019791,2.9239103000000033
113223.77019999921,563057.2829999998,0.9404999999969732,2.939380799999999
113238.59750000015,563052.8696999997,0.330100000006496,2.9548512000000047
113253.42480000108,563048.4565000013,0.32189999999536667,2.9703217000000004
113268.25200000033,563044.0432000011,0.29989999999816064,2.9857920000000013
113283.07930000126,563039.629999999,0.164600000003702,3.001262400000007
113297.90659999847,563035.2166999988,0.534799999993993,3.0167329000000027
113312.73389999941,563030.8033999987,0.7053000000014435,3.0322033999999984
113327.56120000035,563026.3902000003,0.7816000000020722,3.047673800000004
113342.38839999959,563021.9769000001,0.7687000000005355,3.063144100000005
113357.21570000052,563017.5637000017,0.7039999999979045,3.0786146000000008
113372.04300000146,563013.1504000016,0.5945000000065193,3.0940850000000064
