Column1,Column2,Column3,Column4
235,20100925,111,18
235,20100926,0,12
235,20100927,35,2
235,20100928,0,4
235,20100929,0,18
235,20100930,47,3
235,20101001,18,18
235,20101002,50,14
235,20101003,2,20
235,20101004,0,11
235,20101005,0,14
235,20101006,34,5
235,20101007,0,16
235,20101008,0,8
235,20101009,0,15
235,20101010,0,18
235,20101011,0,18
235,20101012,0,13
235,20101013,-1,6
235,20101014,1,5
235,20101015,163,4
235,20101016,15,11
235,20101017,0,14
235,20101018,7,5
235,20101019,84,9
235,20101020,27,8
235,20101021,9,9
235,20101022,-1,11
235,20101023,61,2
235,20101024,39,10
235,20101025,8,11
235,20101026,5,3
235,20101027,19,2
235,20101028,-1,6
235,20101029,0,4
235,20101030,0,7
235,20101031,3,3
235,20101101,0,4
235,20101102,16,3
235,20101103,74,8
235,20101104,27,2
235,20101105,101,5
235,20101106,46,6
235,20101107,-1,5
235,20101108,0,3
235,20101109,-1,3
235,20101110,6,5
235,20101111,98,1
235,20101112,0,6
235,20101113,0,3
235,20101114,169,2
235,20101115,0,6
235,20101116,0,7
235,20101117,0,4
235,20101118,8,2
235,20101119,-1,4
235,20101120,58,5
235,20101121,0,4
235,20101122,5,4
235,20101123,18,4
235,20101124,17,2
235,20101125,1,3
235,20101126,0,4
235,20101127,-1,1
235,20101128,0,3
235,20101129,11,1
235,20101130,-1,3
235,20101201,0,3
235,20101202,9,1
235,20101203,131,1
235,20101204,22,1
235,20101205,32,4
235,20101206,13,4
235,20101207,0,2
235,20101208,2,2
235,20101209,35,3
235,20101210,1,2
235,20101211,4,2
235,20101212,-1,2
235,20101213,5,2
235,20101214,-1,2
235,20101215,33,3
235,20101216,112,0
235,20101217,53,1
235,20101218,-1,1
235,20101219,0,1
235,20101220,-1,3
235,20101221,0,2
235,20101222,0,1
235,20101223,-1,1
235,20101224,0,2
235,20101225,1,2
235,20101226,4,3
235,20101227,0,2
235,20101228,2,1
235,20101229,-1,1
235,20101230,3,1
235,20101231,3,2
235,20110101,4,2
235,20110102,4,3
235,20110103,-1,3
235,20110104,-1,2
235,20110105,28,2
235,20110106,49,1
235,20110107,47,1
235,20110108,19,1
235,20110109,0,4
235,20110110,0,3
235,20110111,27,1
235,20110112,50,1
235,20110113,41,1
235,20110114,43,2
235,20110115,14,1
235,20110116,0,6
235,20110117,50,1
235,20110118,0,2
235,20110119,11,3
235,20110120,0,6
235,20110121,7,3
235,20110122,2,3
235,20110123,6,1
235,20110124,1,4
235,20110125,6,5
235,20110126,-1,2
235,20110127,-1,5
235,20110128,0,6
235,20110129,0,5
235,20110130,0,5
235,20110131,0,2
235,20110201,10,2
235,20110202,16,2
235,20110203,-1,6
235,20110204,7,1
235,20110205,0,2
235,20110206,-1,5
235,20110207,0,3
235,20110208,0,8
235,20110209,0,6
235,20110210,34,2
235,20110211,10,2
235,20110212,65,1
235,20110213,0,6
235,20110214,18,3
235,20110215,7,8
235,20110216,11,8
235,20110217,0,7
235,20110218,0,2
235,20110219,0,4
235,20110220,0,6
235,20110221,0,10
235,20110222,0,8
235,20110223,49,3
235,20110224,6,4
235,20110225,4,4
235,20110226,73,2
235,20110227,117,2
235,20110228,4,3
235,20110301,0,3
235,20110302,0,8
235,20110303,0,8
235,20110304,0,7
235,20110305,0,10
235,20110306,0,9
235,20110307,0,15
235,20110308,0,16
235,20110309,-1,12
235,20110310,6,8
235,20110311,0,17
235,20110312,1,11
235,20110313,1,4
235,20110314,-1,9
235,20110315,0,7
235,20110316,0,13
235,20110317,-1,6
235,20110318,0,9
235,20110319,0,20
235,20110320,0,19
235,20110321,0,6
235,20110322,0,22
235,20110323,0,22
235,20110324,0,23
235,20110325,0,11
235,20110326,1,11
235,20110327,0,21
235,20110328,0,17
235,20110329,0,21
235,20110330,10,10
235,20110331,34,8
235,20110401,0,13
235,20110402,18,25
235,20110403,5,14
235,20110404,0,23
235,20110405,-1,6
235,20110406,0,19
235,20110407,0,21
235,20110408,0,27
235,20110409,0,26
235,20110410,0,27
235,20110411,53,28
235,20110412,0,24
235,20110413,0,27
235,20110414,0,19
235,20110415,0,28
235,20110416,0,16
235,20110417,0,30
235,20110418,0,33
235,20110419,0,35
235,20110420,0,36
235,20110421,0,35
235,20110422,0,36
235,20110423,0,36
235,20110424,0,36
235,20110425,0,40
235,20110426,0,33
235,20110427,-1,31
235,20110428,-1,26
235,20110429,0,35
235,20110430,0,37
235,20110501,0,40
235,20110502,0,36
235,20110503,0,37
235,20110504,0,31
235,20110505,0,34
235,20110506,0,36
235,20110507,0,41
235,20110508,-1,37
235,20110509,6,18
235,20110510,7,36
235,20110511,0,41
235,20110512,0,39
235,20110513,0,40
235,20110514,-1,31
235,20110515,1,32
235,20110516,16,11
235,20110517,9,19
235,20110518,4,18
235,20110519,1,42
235,20110520,0,39
235,20110521,0,45
235,20110522,6,30
235,20110523,5,45
235,20110524,1,41
235,20110525,0,45
235,20110526,27,26
235,20110527,6,19
235,20110528,40,14
235,20110529,1,16
235,20110530,22,42
235,20110531,7,29
235,20110601,0,47
235,20110602,0,48
235,20110603,0,50
235,20110604,0,49
235,20110605,28,15
235,20110606,-1,23
235,20110607,17,43
235,20110608,48,35
235,20110609,0,48
235,20110610,49,37
235,20110611,3,36
235,20110612,3,40
235,20110613,12,12
235,20110614,0,48
235,20110615,0,37
235,20110616,141,20
235,20110617,6,29
235,20110618,49,29
235,20110619,35,18
235,20110620,0,43
235,20110621,8,32
235,20110622,7,21
235,20110623,20,35
235,20110624,45,38
235,20110625,45,8
235,20110626,-1,51
235,20110627,0,56
235,20110628,346,30
235,20110629,34,32
235,20110630,-1,45
235,20110701,-1,42
235,20110702,-1,31
235,20110703,0,43
235,20110704,0,42
235,20110705,0,45
235,20110706,1,38
235,20110707,8,42
235,20110708,10,34
235,20110709,70,34
235,20110710,0,40
235,20110711,0,39
235,20110712,45,30
235,20110713,160,8
235,20110714,523,4
235,20110715,20,43
235,20110716,64,13
235,20110717,132,36
235,20110718,258,17
235,20110719,49,35
235,20110720,0,45
235,20110721,0,26
235,20110722,2,27
235,20110723,158,15
235,20110724,216,7
235,20110725,37,10
235,20110726,9,18
235,20110727,-1,41
235,20110728,0,43
235,20110729,-1,25
235,20110730,-1,13
235,20110731,-1,19
235,20110801,0,45
235,20110802,-1,38
235,20110803,7,10
235,20110804,41,33
235,20110805,0,32
235,20110806,116,16
235,20110807,10,37
235,20110808,116,27
235,20110809,5,26
235,20110810,76,14
235,20110811,100,10
235,20110812,2,31
235,20110813,9,13
235,20110814,0,31
235,20110815,0,40
235,20110816,42,31
235,20110817,1,29
235,20110818,146,17
235,20110819,0,36
235,20110820,-1,30
235,20110821,-1,29
235,20110822,-1,23
235,20110823,37,13
235,20110824,68,9
235,20110825,32,27
235,20110826,72,12
235,20110827,168,15
235,20110828,73,25
235,20110829,6,18
235,20110830,7,25
235,20110831,1,22
235,20110901,-1,27
235,20110902,0,29
235,20110903,0,32
235,20110904,10,14
235,20110905,121,24
235,20110906,131,4
235,20110907,33,17
235,20110908,12,12
235,20110909,-1,14
235,20110910,107,18
235,20110911,2,19
235,20110912,26,13
235,20110913,52,21
235,20110914,14,12
235,20110915,0,20
235,20110916,1,19
235,20110917,297,10
235,20110918,61,11
235,20110919,9,20
235,20110920,0,15
235,20110921,84,4
235,20110922,-1,17
235,20110923,0,23
235,20110924,0,20
235,20110925,0,17
235,20110926,6,13
235,20110927,13,16
235,20110928,0,23
235,20110929,0,23
235,20110930,0,23
235,20111001,0,21
235,20111002,0,21
235,20111003,0,16
235,20111004,-1,14
235,20111005,2,9
235,20111006,131,10
235,20111007,92,10
235,20111008,23,13
235,20111009,39,4
235,20111010,52,7
235,20111011,28,3
235,20111012,131,4
235,20111013,0,14
235,20111014,0,15
235,20111015,0,15
235,20111016,0,15
235,20111017,-1,14
235,20111018,121,11
235,20111019,8,6
235,20111020,37,9
235,20111021,0,8
235,20111022,0,12
235,20111023,0,12
235,20111024,0,12
235,20111025,41,3
235,20111026,1,8
235,20111027,0,6
235,20111028,1,4
235,20111029,0,4
235,20111030,-1,5
235,20111031,-1,8
235,20111101,2,9
235,20111102,-1,4
235,20111103,-1,3
235,20111104,-1,9
235,20111105,4,6
235,20111106,0,3
235,20111107,0,2
235,20111108,0,2
235,20111109,0,4
235,20111110,0,3
235,20111111,0,2
235,20111112,0,6
235,20111113,0,7
235,20111114,0,4
235,20111115,0,2
235,20111116,0,6
235,20111117,0,1
235,20111118,0,5
235,20111119,0,4
235,20111120,0,3
235,20111121,0,2
235,20111122,66,2
235,20111123,1,4
235,20111124,0,4
235,20111125,18,4
235,20111126,-1,3
235,20111127,-1,3
235,20111128,0,5
235,20111129,11,3
235,20111130,0,5
235,20111201,200,2
235,20111202,31,4
235,20111203,111,3
235,20111204,33,2
235,20111205,24,3
235,20111206,41,2
235,20111207,39,2
235,20111208,104,1
235,20111209,36,2
235,20111210,3,4
235,20111211,2,1
235,20111212,27,3
235,20111213,150,3
235,20111214,24,1
235,20111215,100,1
235,20111216,58,1
235,20111217,19,3
235,20111218,22,2
235,20111219,86,2
235,20111220,23,2
235,20111221,3,1
235,20111222,7,2
235,20111223,33,1
235,20111224,22,3
235,20111225,-1,3
235,20111226,0,4
235,20111227,0,1
235,20111228,0,1
235,20111229,15,1
235,20111230,22,3
235,20111231,24,1
235,20120101,180,2
235,20120102,-1,4
235,20120103,186,1
235,20120104,42,3
235,20120105,41,2
235,20120106,6,4
235,20120107,18,2
235,20120108,-1,2
235,20120109,11,1
235,20120110,0,3
235,20120111,8,3
235,20120112,8,2
235,20120113,8,4
235,20120114,-1,4
235,20120115,0,4
235,20120116,0,5
235,20120117,0,5
235,20120118,34,1
235,20120119,33,3
235,20120120,7,4
235,20120121,53,3
235,20120122,17,3
235,20120123,-1,5
235,20120124,2,3
235,20120125,-1,2
235,20120126,33,1
235,20120127,1,5
235,20120128,0,3
235,20120129,-1,2
235,20120130,3,1
235,20120131,0,5
235,20120201,0,6
235,20120202,0,6
235,20120203,51,3
235,20120204,0,5
235,20120205,0,4
235,20120206,0,6
235,20120207,0,6
235,20120208,0,3
235,20120209,0,2
235,20120210,0,7
235,20120211,0,6
235,20120212,5,2
235,20120213,26,4
235,20120214,6,5
235,20120215,8,6
235,20120216,7,5
235,20120217,4,9
235,20120218,37,6
235,20120219,-1,10
235,20120220,0,10
235,20120221,10,9
235,20120222,19,6
235,20120223,0,7
235,20120224,1,8
235,20120225,0,13
235,20120226,-1,7
235,20120227,1,5
235,20120228,-1,3
235,20120229,0,4
235,20120301,0,5
235,20120302,0,7
235,20120303,5,4
235,20120304,6,7
235,20120305,20,4
235,20120306,0,7
235,20120307,119,2
235,20120308,0,16
235,20120309,0,10
235,20120310,1,12
235,20120311,0,18
235,20120312,0,13
235,20120313,0,3
235,20120314,0,5
235,20120315,0,19
235,20120316,0,5
235,20120317,6,14
235,20120318,19,7
235,20120319,0,20
235,20120320,0,18
235,20120321,0,21
235,20120322,0,22
235,20120323,0,23
235,20120324,0,21
235,20120325,0,21
235,20120326,0,23
235,20120327,0,20
235,20120328,0,25
235,20120329,0,14
235,20120330,0,12
235,20120331,-1,17
235,20120401,-1,18
235,20120402,0,16
235,20120403,-1,15
235,20120404,-1,5
235,20120405,0,22
235,20120406,6,15
235,20120407,-1,11
235,20120408,43,15
235,20120409,62,6
235,20120410,20,24
235,20120411,0,26
235,20120412,0,29
235,20120413,0,28
235,20120414,0,22
235,20120415,0,23
235,20120416,2,21
235,20120417,27,10
235,20120418,18,18
235,20120419,2,10
235,20120420,1,19
235,20120421,62,16
235,20120422,7,28
235,20120423,1,25
235,20120424,33,16
235,20120425,8,17
235,20120426,0,29
235,20120427,0,36
235,20120428,115,2
235,20120429,-1,10
235,20120430,0,36
235,20120501,9,20
235,20120502,0,31
235,20120503,75,7
235,20120504,10,7
235,20120505,4,21
235,20120506,0,27
235,20120507,0,31
235,20120508,69,12
235,20120509,4,22
235,20120510,119,15
235,20120511,0,34
235,20120512,0,33
235,20120513,0,38
235,20120514,48,18
235,20120515,45,24
235,20120516,8,36
235,20120517,0,37
235,20120518,9,20
235,20120519,-1,35
235,20120520,5,18
235,20120521,0,40
235,20120522,0,43
235,20120523,67,47
235,20120524,0,48
235,20120525,0,50
235,20120526,0,51
235,20120527,0,49
235,20120528,0,37
235,20120529,0,32
235,20120530,0,22
235,20120531,126,9
235,20120601,0,26
235,20120602,0,37
235,20120603,23,11
235,20120604,27,16
235,20120605,0,41
235,20120606,36,19
235,20120607,49,25
235,20120608,0,41
235,20120609,8,10
235,20120610,0,43
235,20120611,9,28
235,20120612,4,29
235,20120613,0,32
235,20120614,0,36
235,20120615,40,21
235,20120616,4,46
235,20120617,0,41
235,20120618,96,20
235,20120619,0,42
235,20120620,0,49
235,20120621,103,21
235,20120622,4,31
235,20120623,0,42
235,20120624,149,12
235,20120625,0,32
235,20120626,0,47
235,20120627,5,26
235,20120628,0,40
235,20120629,0,40
235,20120630,1,47
235,20120701,0,41
235,20120702,0,43
235,20120703,0,31
235,20120704,0,41
235,20120705,23,32
235,20120706,86,24
235,20120707,3,39
235,20120708,190,12
235,20120709,0,33
235,20120710,10,36
235,20120711,11,32
235,20120712,10,30
235,20120713,99,24
235,20120714,4,30
235,20120715,0,34
235,20120716,203,24
235,20120717,3,28
235,20120718,48,8
235,20120719,14,33
235,20120720,0,43
235,20120721,0,38
235,20120722,0,42
235,20120723,0,47
235,20120724,0,50
235,20120725,0,49
235,20120726,0,45
235,20120727,5,32
235,20120728,5,29
235,20120729,13,40
235,20120730,196,26
235,20120731,3,16
235,20120801,0,39
235,20120802,26,31
235,20120803,122,38
235,20120804,72,32
235,20120805,0,27
235,20120806,23,30
235,20120807,0,27
235,20120808,0,40
235,20120809,0,36
235,20120810,0,42
235,20120811,0,37
235,20120812,0,43
235,20120813,0,28
235,20120814,0,30
235,20120815,78,38
235,20120816,0,39
235,20120817,0,30
235,20120818,0,41
235,20120819,-1,35
235,20120820,0,20
235,20120821,0,26
235,20120822,0,29
235,20120823,0,32
235,20120824,23,21
235,20120825,97,19
235,20120826,36,21
235,20120827,0,23
235,20120828,14,26
235,20120829,0,27
235,20120830,204,18
235,20120831,191,19
235,20120901,0,30
235,20120902,0,18
235,20120903,0,30
235,20120904,0,31
235,20120905,0,20
235,20120906,0,25
235,20120907,0,24
235,20120908,0,33
235,20120909,0,32
235,20120910,0,24
235,20120911,7,16
235,20120912,89,16
235,20120913,35,21
235,20120914,9,12
235,20120915,0,21
235,20120916,0,12
235,20120917,-1,26
235,20120918,29,18
235,20120919,33,15
235,20120920,14,13
235,20120921,41,10
235,20120922,4,22
235,20120923,21,14
235,20120924,148,6
235,20120925,40,16
235,20120926,-1,18
235,20120927,93,10
235,20120928,61,20
235,20120929,5,18
235,20120930,0,18
235,20121001,33,3
235,20121002,3,14
235,20121003,256,9
235,20121004,23,11
235,20121005,183,8
235,20121006,113,14
235,20121007,0,18
235,20121008,0,11
235,20121009,0,11
235,20121010,0,9
235,20121011,0,16
235,20121012,171,4
235,20121013,102,5
235,20121014,98,4
235,20121015,56,11
235,20121016,12,8
235,20121017,6,4
235,20121018,32,3
235,20121019,40,11
235,20121020,0,4
235,20121021,42,2
235,20121022,0,7
235,20121023,0,6
235,20121024,20,4
235,20121025,1,5
235,20121026,7,7
235,20121027,55,8
235,20121028,16,8
235,20121029,130,5
235,20121030,28,7
235,20121031,0,6
235,20121101,145,3
235,20121102,47,4
235,20121103,74,3
235,20121104,70,3
235,20121105,26,7
235,20121106,40,5
235,20121107,0,4
235,20121108,2,5
235,20121109,-1,2
235,20121110,26,2
235,20121111,9,8
235,20121112,0,6
235,20121113,1,3
235,20121114,0,2
235,20121115,0,4
235,20121116,0,2
235,20121117,3,1
235,20121118,3,5
235,20121119,0,3
235,20121120,0,6
235,20121121,5,3
235,20121122,0,6
235,20121123,61,2
235,20121124,27,3
235,20121125,36,2
235,20121126,13,3
235,20121127,71,2
235,20121128,32,3
235,20121129,33,4
235,20121130,39,2
235,20121201,102,1
235,20121202,20,3
235,20121203,33,1
235,20121204,25,3
235,20121205,22,2
235,20121206,1,3
235,20121207,20,1
235,20121208,7,5
235,20121209,35,2
235,20121210,20,1
235,20121211,8,3
235,20121212,33,3
235,20121213,32,4
235,20121214,65,1
235,20121215,11,3
235,20121216,9,2
235,20121217,48,1
235,20121218,22,2
235,20121219,0,1
235,20121220,27,2
235,20121221,21,0
235,20121222,100,1
235,20121223,62,2
235,20121224,21,1
235,20121225,61,2
235,20121226,36,4
235,20121227,-1,2
235,20121228,11,1
235,20121229,-1,4
235,20121230,27,3
235,20121231,42,1
235,20130101,4,3
235,20130102,-1,4
235,20130103,-1,4
235,20130104,0,2
235,20130105,0,1
235,20130106,0,5
235,20130107,0,1
235,20130108,-1,2
235,20130109,47,1
235,20130110,19,3
235,20130111,14,1
235,20130112,0,2
235,20130113,1,4
235,20130114,0,4
235,20130115,0,2
235,20130116,-1,4
235,20130117,-1,4
235,20130118,2,3
235,20130119,0,1
235,20130120,10,2
235,20130121,32,2
235,20130122,2,3
235,20130123,0,2
235,20130124,0,2
235,20130125,0,6
235,20130126,4,1
235,20130127,73,2
235,20130128,32,7
235,20130129,21,4
235,20130130,65,5
235,20130131,42,6
235,20130201,15,2
235,20130202,24,7
235,20130203,17,3
235,20130204,12,8
235,20130205,50,5
235,20130206,17,7
235,20130207,39,5
235,20130208,-1,5
235,20130209,15,2
235,20130210,4,7
235,20130211,0,8
235,20130212,0,8
235,20130213,0,8
235,20130214,22,2
235,20130215,-1,8
235,20130216,-1,4
235,20130217,0,10
235,20130218,0,5
235,20130219,1,3
235,20130220,0,7
235,20130221,0,6
235,20130222,0,7
235,20130223,0,3
235,20130224,7,1
235,20130225,0,2
235,20130226,0,5
235,20130227,0,9
235,20130228,0,5
235,20130301,0,4
235,20130302,3,4
235,20130303,2,8
235,20130304,0,16
235,20130305,0,16
235,20130306,-1,7
235,20130307,1,7
235,20130308,1,5
235,20130309,108,2
235,20130310,-1,3
235,20130311,-1,9
235,20130312,0,15
235,20130313,32,17
235,20130314,4,14
235,20130315,23,6
235,20130316,34,10
235,20130317,3,10
235,20130318,49,12
235,20130319,0,8
235,20130320,-1,5
235,20130321,-1,15
235,20130322,0,9
235,20130323,0,13
235,20130324,0,15
235,20130325,0,18
235,20130326,0,19
235,20130327,0,20
235,20130328,3,11
235,20130329,3,14
235,20130330,1,15
235,20130331,-1,19
235,20130401,0,23
235,20130402,0,24
235,20130403,0,23
235,20130404,0,11
235,20130405,0,24
235,20130406,0,25
235,20130407,0,22
235,20130408,0,21
235,20130409,12,22
235,20130410,7,9
235,20130411,14,4
235,20130412,31,11
235,20130413,5,22
235,20130414,2,21
235,20130415,-1,24
235,20130416,0,18
235,20130417,14,17
235,20130418,0,31
235,20130419,-1,20
235,20130420,0,30
235,20130421,0,26
235,20130422,0,29
235,20130423,0,25
235,20130424,0,29
235,20130425,0,20
235,20130426,-1,8
235,20130427,0,30
235,20130428,0,32
235,20130429,15,32
235,20130430,0,31
235,20130501,0,37
235,20130502,0,24
235,20130503,0,38
235,20130504,0,35
235,20130505,0,39
235,20130506,0,40
235,20130507,-1,37
235,20130508,2,22
235,20130509,0,40
235,20130510,-1,26
235,20130511,42,22
235,20130512,9,23
235,20130513,37,20
235,20130514,2,30
235,20130515,1,24
235,20130516,41,10
235,20130517,4,7
235,20130518,-1,17
235,20130519,0,22
235,20130520,45,9
235,20130521,19,5
235,20130522,-1,29
235,20130523,19,32
235,20130524,78,18
235,20130525,41,19
235,20130526,4,22
235,20130527,0,46
235,20130528,0,47
235,20130529,25,30
235,20130530,0,16
235,20130531,0,41
235,20130601,0,20
235,20130602,0,46
235,20130603,0,30
235,20130604,0,45
235,20130605,0,47
235,20130606,0,46
235,20130607,0,46
235,20130608,0,28
235,20130609,0,16
235,20130610,0,14
235,20130611,0,33
235,20130612,59,25
235,20130613,9,30
235,20130614,0,37
235,20130615,61,35
235,20130616,0,38
235,20130617,0,34
235,20130618,0,38
235,20130619,-1,22
235,20130620,10,20
235,20130621,266,4
235,20130622,34,19
235,20130623,16,27
235,20130624,1,16
235,20130625,0,44
235,20130626,-1,38
235,20130627,6,21
235,20130628,78,15
235,20130629,-1,38
235,20130630,0,39
235,20130701,0,26
235,20130702,9,35
235,20130703,39,20
235,20130704,0,34
235,20130705,0,48
235,20130706,0,51
235,20130707,0,51
235,20130708,0,48
235,20130709,0,49
235,20130710,-1,21
235,20130711,0,23
235,20130712,-1,17
235,20130713,0,25
235,20130714,0,38
235,20130715,0,49
235,20130716,0,39
235,20130717,0,47
235,20130718,0,47
235,20130719,0,49
235,20130720,0,25
235,20130721,0,52
235,20130722,0,50
235,20130723,0,49
235,20130724,-1,25
235,20130725,4,36
235,20130726,22,22
235,20130727,63,19
235,20130728,26,38
235,20130729,1,44
235,20130730,135,22
235,20130731,1,27
235,20130801,0,46
235,20130802,0,41
235,20130803,0,46
235,20130804,0,44
235,20130805,8,39
235,20130806,0,34
235,20130807,25,14
235,20130808,0,42
235,20130809,15,24
235,20130810,0,30
235,20130811,78,32
235,20130812,0,32
235,20130813,2,33
235,20130814,0,41
235,20130815,22,23
235,20130816,3,25
235,20130817,9,26
235,20130818,8,27
235,20130819,148,28
235,20130820,0,33
235,20130821,0,33
235,20130822,0,20
235,20130823,0,37
235,20130824,4,27
235,20130825,-1,30
235,20130826,0,39
235,20130827,0,38
235,20130828,0,33
235,20130829,0,31
235,20130830,0,27
235,20130831,-1,30
235,20130901,0,14
235,20130902,0,15
235,20130903,0,29
235,20130904,0,32
235,20130905,0,35
235,20130906,3,23
235,20130907,-1,9
235,20130908,88,22
235,20130909,27,19
235,20130910,409,13
235,20130911,38,25
235,20130912,70,11
235,20130913,33,8
235,20130914,188,7
235,20130915,247,16
235,20130916,44,19
235,20130917,21,16
235,20130918,-1,21
235,20130919,76,10
235,20130920,2,15
235,20130921,-1,10
235,20130922,0,20
235,20130923,0,11
235,20130924,0,9
235,20130925,0,8
235,20130926,-1,17
235,20130927,0,23
235,20130928,0,23
235,20130929,0,22
235,20130930,0,20
235,20131001,0,21
235,20131002,0,16
235,20131003,1,18
235,20131004,62,12
235,20131005,0,12
235,20131006,0,18
235,20131007,0,18
235,20131008,-1,15
235,20131009,7,7
235,20131010,96,8
235,20131011,37,1
235,20131012,56,8
235,20131013,124,2
235,20131014,52,3
235,20131015,108,7
235,20131016,13,7
235,20131017,-1,8
235,20131018,0,9
235,20131019,27,6
235,20131020,17,8
235,20131021,-1,7
235,20131022,2,11
235,20131023,-1,9
235,20131024,0,14
235,20131025,-1,3
235,20131026,0,8
235,20131027,116,8
235,20131028,96,5
235,20131029,28,7
235,20131030,0,11
235,20131031,41,3
235,20131101,187,4
235,20131102,7,3
235,20131103,11,8
235,20131104,104,5
235,20131105,36,2
235,20131106,45,3
235,20131107,2,7
235,20131108,0,4
235,20131109,171,5
235,20131110,92,6
235,20131111,5,4
235,20131112,29,2
235,20131113,0,7
235,20131114,89,3
235,20131115,0,6
235,20131116,0,6
235,20131117,0,3
235,20131118,5,2
235,20131119,49,3
235,20131120,9,3
235,20131121,-1,6
235,20131122,4,2
235,20131123,4,6
235,20131124,-1,2
235,20131125,17,4
235,20131126,-1,3
235,20131127,2,1
235,20131128,1,3
235,20131129,38,1
235,20131130,7,4
235,20131201,-1,2
235,20131202,0,4
235,20131203,0,2
235,20131204,4,2
235,20131205,32,0
235,20131206,15,3
235,20131207,15,1
235,20131208,-1,2
235,20131209,-1,3
235,20131210,0,5
235,20131211,0,4
235,20131212,0,4
235,20131213,3,3
235,20131214,43,5
235,20131215,36,3
235,20131216,3,2
235,20131217,37,2
235,20131218,3,3
235,20131219,52,3
235,20131220,1,4
235,20131221,75,1
235,20131222,25,2
235,20131223,29,2
235,20131224,79,1
235,20131225,9,4
235,20131226,-1,2
235,20131227,54,1
235,20131228,0,4
235,20131229,0,4
235,20131230,23,2
235,20131231,30,2
235,20140101,34,2
235,20140102,30,2
235,20140103,9,3
235,20140104,9,3
235,20140105,7,4
235,20140106,19,4
235,20140107,-1,3
235,20140108,7,4
235,20140109,47,2
235,20140110,1,5
235,20140111,93,2
235,20140112,0,5
235,20140113,8,5
235,20140114,8,2
235,20140115,40,1
235,20140116,79,1
235,20140117,-1,3
235,20140118,-1,4
235,20140119,5,3
235,20140120,4,1
235,20140121,-1,1
235,20140122,35,3
235,20140123,160,1
235,20140124,6,3
235,20140125,72,2
235,20140126,74,3
235,20140127,57,3
235,20140128,-1,2
235,20140129,0,2
235,20140130,0,3
235,20140131,12,6
235,20140201,72,4
235,20140202,0,6
235,20140203,0,8
235,20140204,0,7
235,20140205,14,7
235,20140206,90,5
235,20140207,46,2
235,20140208,79,3
235,20140209,61,3
235,20140210,20,4
235,20140211,61,6
235,20140212,47,5
235,20140213,22,4
235,20140214,51,6
235,20140215,14,11
235,20140216,3,9
235,20140217,0,7
235,20140218,5,5
235,20140219,9,7
235,20140220,47,2
235,20140221,5,11
235,20140222,14,11
235,20140223,0,8
235,20140224,0,11
235,20140225,6,6
235,20140226,0,13
235,20140227,30,4
235,20140228,0,7
235,20140301,15,5
235,20140302,-1,14
235,20140303,7,4
235,20140304,-1,10
235,20140305,0,16
235,20140306,0,11
235,20140307,3,9
235,20140308,0,16
235,20140309,0,20
235,20140310,0,15
235,20140311,0,19
235,20140312,0,20
235,20140313,0,18
235,20140314,0,7
235,20140315,0,17
235,20140316,0,22
235,20140317,0,9
235,20140318,36,12
235,20140319,1,18
235,20140320,0,24
235,20140321,91,11
235,20140322,20,15
235,20140323,19,20
235,20140324,3,20
235,20140325,0,21
235,20140326,47,11
235,20140327,0,22
235,20140328,0,24
235,20140329,0,25
235,20140330,0,22
235,20140331,0,20
235,20140401,0,20
235,20140402,0,19
235,20140403,0,23
235,20140404,11,4
235,20140405,0,24
235,20140406,42,9
235,20140407,190,10
235,20140408,37,17
235,20140409,0,26
235,20140410,0,18
235,20140411,-1,26
235,20140412,0,21
235,20140413,0,25
235,20140414,6,21
235,20140415,-1,20
235,20140416,0,31
235,20140417,22,19
235,20140418,1,16
235,20140419,4,32
235,20140420,0,34
235,20140421,13,15
235,20140422,-1,30
235,20140423,-1,31
235,20140424,26,23
235,20140425,102,29
235,20140426,0,24
235,20140427,60,6
235,20140428,0,17
235,20140429,3,20
235,20140430,0,29
235,20140501,45,11
235,20140502,-1,20
235,20140503,0,33
235,20140504,0,24
235,20140505,0,33
235,20140506,0,28
235,20140507,1,28
235,20140508,113,12
235,20140509,28,20
235,20140510,63,12
235,20140511,26,17
235,20140512,13,27
235,20140513,0,38
235,20140514,0,33
235,20140515,0,40
235,20140516,0,41
235,20140517,0,43
235,20140518,0,47
235,20140519,0,48
235,20140520,23,35
235,20140521,57,22
235,20140522,19,43
235,20140523,0,30
235,20140524,0,31
235,20140525,0,41
235,20140526,37,26
235,20140527,95,22
235,20140528,144,8
235,20140529,10,15
235,20140530,0,46
235,20140531,0,47
235,20140601,0,32
235,20140602,0,45
235,20140603,0,42
235,20140604,114,18
235,20140605,149,25
235,20140606,0,51
235,20140607,0,36
235,20140608,88,39
235,20140609,0,45
235,20140610,22,34
235,20140611,0,50
235,20140612,0,51
235,20140613,0,46
235,20140614,0,36
235,20140615,0,32
235,20140616,2,25
235,20140617,0,24
235,20140618,1,25
235,20140619,7,15
235,20140620,5,27
235,20140621,0,34
235,20140622,0,45
235,20140623,0,42
235,20140624,17,21
235,20140625,-1,34
235,20140626,0,43
235,20140627,17,27
235,20140628,8,39
235,20140629,9,41
235,20140630,80,38
235,20140701,0,42
235,20140702,0,38
235,20140703,0,50
235,20140704,6,45
235,20140705,17,21
235,20140706,47,15
235,20140707,0,46
235,20140708,84,9
235,20140709,28,9
235,20140710,0,51
